domain,intent,text
healthcare,vaccination_query,"User: Do you have flu vaccines? Agent: Yes, available daily. Walk-ins welcome or book online."
healthcare,vaccination_query,User: Which vaccines does my child need? Agent: Age? User: 5 years. Agent: MMR booster and polio. Shall I schedule?
healthcare,vaccination_query,"User: I need a travel vaccination. Agent: Destination? User: Kenya. Agent: Yellow fever and typhoid recommended, available now."
healthcare,vaccination_query,"User: What's the COVID vaccine schedule? Agent: Two doses, 21 days apart for Pfizer, 28 days for Moderna."
healthcare,vaccination_query,"User: Can I get vaccine records? Agent: Yes, available in your portal or we can print them now."
healthcare,billing_inquiry,"User: Why is my bill so high? Agent: Let me review. Visit date? User: October 15. Agent: Insurance pending, you'll get refund after processing."
healthcare,billing_inquiry,"User: Can I get an itemized bill? Agent: Yes, account number? User: AC45231. Agent: Sent to your email."
healthcare,billing_inquiry,"User: Set up payment plan please. Agent: Amount owed? User: $2,500. Agent: We can do $250/month for 10 months."
healthcare,billing_inquiry,"User: I already paid this bill. Agent: Confirmation number? User: PAY78234. Agent: Found it, updating records now."
healthcare,billing_inquiry,"User: Do you offer financial assistance? Agent: Yes, based on income. Complete the application on our website."
healthcare,medical_records,User: I need my medical records transferred. Agent: Which facility? User: City Hospital. Agent: We'll send within 7 days. Authorize? User: Yes. Agent: Done.
healthcare,medical_records,User: How do I access my records? Agent: Sign up for patient portal at our website with your DOB and last visit date.
healthcare,medical_records,"User: Can I get a copy of my X-ray? Agent: Yes, on CD or uploaded to portal? User: CD please. Agent: Ready tomorrow, $15 fee."
healthcare,medical_records,"User: Update my emergency contact. Agent: New contact name and number? User: Mary Doe, 555-0123. Agent: Updated."
travel,flight_booking,User: I want to book a flight to Delhi. Agent: What dates do you prefer?
travel,flight_booking,"User: One way ticket to New York. Agent: When? User: December 15. Agent: We have flights at 8am, 2pm, and 8pm."
travel,flight_booking,User: Round trip to London for 2 people. Agent: Dates? User: Nov 20 to Nov 30. Agent: Found options from $850 per person.
travel,flight_booking,"User: Cheapest flight to Dubai? Agent: Flexible on dates? User: Anytime next month. Agent: November 12 departure, $420."
travel,flight_booking,"User: Do you have business class? Agent: To where? User: Singapore. Agent: Yes, from $2,400. Dates?"
travel,flight_booking,"User: Book connecting flight to Sydney. Agent: Via which city? User: Any stopover fine. Agent: Via Dubai, departs Friday."
travel,cancellation,User: I need to cancel my flight. Agent: I can help with that; what's your booking id?
travel,cancellation,User: Cancel booking BK78234. Agent: Checking... non-refundable ticket. Want flight credit? User: Yes. Agent: Credit issued.
travel,cancellation,"User: Emergency, cancel my trip. Agent: Booking reference? User: XY4521. Agent: Refund processed minus $50 fee."
travel,cancellation,"User: Can I cancel one passenger? Agent: Booking ID? User: AB9012. User: Remove passenger 2. Agent: Done, partial refund coming."
travel,cancellation,User: What's the cancellation fee? Agent: Depends on fare type. Your booking? User: ZZ1234. Agent: $100 fee for your ticket.
travel,cancellation,"User: Cancel hotel reservation. Agent: Confirmation number? User: HT56789. Agent: Cancelled, full refund in 5-7 days."
travel,delay_complaint,User: My flight was delayed by 8 hours. Agent: I apologize; we will file a report.
travel,delay_complaint,"User: Why is my flight delayed? Agent: Flight number? User: AA234. Agent: Weather at destination, delayed 3 hours."
travel,delay_complaint,"User: Missed connection due to delay. Agent: So sorry. Booking reference? User: MN7821. Agent: Rebooked on next flight, hotel voucher provided."
travel,delay_complaint,"User: Flight cancelled last minute. Agent: Booking ID? User: FT4521. Agent: Full refund or free rebooking, your choice."
travel,delay_complaint,"User: Can I get compensation for delay? Agent: Delays over 3 hours qualify. Flight number? User: BA456, 5 hour delay. Agent: Eligible for $400."
travel,seat_selection,User: I want to change my seat. Agent: Booking reference? User: SE7834. Agent: Window or aisle? User: Aisle. Agent: Moved to 12C.
travel,seat_selection,User: Can I sit with my family? Agent: How many passengers? User: 4. Flight GH567. Agent: Seats 15A to 15D assigned together.
travel,seat_selection,"User: Do you have extra legroom seats? Agent: Yes, rows 12-14. Additional $35. Want one? User: Yes, 12A. Agent: Confirmed."
travel,seat_selection,"User: I need wheelchair accessible seat. Agent: Booking number? User: WC9012. Agent: Bulkhead seat assigned, assistance arranged."
travel,seat_selection,User: Are exit row seats available? Agent: Must meet requirements. Confirm you can assist? User: Yes. Agent: 18F assigned.
travel,baggage_inquiry,User: What's the baggage allowance? Agent: One carry-on and one checked bag up to 23kg for economy.
travel,baggage_inquiry,User: I need extra baggage. Agent: How many bags? User: One more. Agent: $75 for second checked bag. Add it?
travel,baggage_inquiry,"User: My bag didn't arrive. Agent: Flight and baggage tag? User: FL789, tag BT45231. Agent: Tracking, should arrive tomorrow."
travel,baggage_inquiry,"User: Can I carry sports equipment? Agent: What equipment? User: Golf clubs. Agent: Yes, counts as checked bag or $100 extra."
travel,baggage_inquiry,"User: What items are prohibited? Agent: Liquids over 100ml in carry-on, sharp objects, and flammable items."
travel,check_in,"User: How do I check in online? Agent: Visit our website 24 hours before flight, enter booking reference."
travel,check_in,"User: Can't check in online. Agent: Error message? User: Says contact airline. Booking UV4521. Agent: Passport verification needed, come to counter."
travel,check_in,"User: Change flight after check-in? Agent: Yes, but check-in resets. New flight time? User: 6pm instead of 2pm. Agent: Changed, check in again."
travel,check_in,"User: What time should I arrive? Agent: Domestic 2 hours, international 3 hours before departure."
travel,check_in,"User: Can I check in at the airport? Agent: Yes, counters open 3 hours before departure. Online saves time though."
travel,meal_preference,User: I need vegetarian meal. Agent: Booking reference? User: VM4521. Agent: Special meal added to all flights.
travel,meal_preference,"User: Do you have vegan options? Agent: Yes, request at least 48 hours before. Your flight? User: Next Tuesday, MN345. Agent: Vegan meal confirmed."
travel,meal_preference,User: I have severe nut allergy. Agent: Noted in booking XY789. We'll inform crew and use nut-free meal.
travel,meal_preference,"User: What meals are served? Agent: Flight duration? User: 8 hours to Tokyo. Agent: Dinner, breakfast, and snacks included."
travel,meal_preference,"User: Can I pre-order specific meal? Agent: Yes, we have 15 special meal options. Which do you need?"
travel,loyalty_program,User: How do I join your rewards program? Agent: Sign up free at our website. Earn miles on every flight.
travel,loyalty_program,"User: Check my miles balance. Agent: Membership number? User: FF78234561. Agent: You have 45,320 miles."
travel,loyalty_program,"User: Can I use miles for upgrade? Agent: Yes, 15,000 miles for economy to business. Booking? User: PQ4521. Agent: Upgraded!"
travel,loyalty_program,"User: My miles weren't credited. Agent: Flight date and number? User: Oct 28, FL456. Agent: Adding 2,450 miles now."
travel,loyalty_program,"User: Do miles expire? Agent: Yes, after 18 months of no activity. Fly or make a purchase to keep active."
ecommerce,refund_request,"User: I received the wrong item. Agent: Sorry, can you share your order ID?"
ecommerce,order_tracking,User: Where is my order? Agent: Please provide your order number.
ecommerce,product_question,"User: Does this come in size M? Agent: Yes, we offer sizes S to XL."
ecommerce,product_complaint,"User: The product is damaged. Agent: Apologies, please send a photo."
ecommerce,exchange_request,"User: Can I exchange it for another color? Agent: Yes, which color do you want?"
ecommerce,account_update,User: How do I change my email? Agent: Update it in account settings.
ecommerce,payment_issue,User: My payment failed. Agent: Please retry or use another card.
ecommerce,delivery_address_update,"User: Can I update my address before shipping? Agent: Yes, what's your new address?"
ecommerce,return_policy_query,User: What's your return policy? Agent: Return within 30 days.
ecommerce,discount_request,User: Any discount codes? Agent: Use SAVE10 for 10% off.
ecommerce,order_cancel,User: Can I cancel my order? Agent: Provide the order number.
ecommerce,item_availability,"User: Is this camera in stock? Agent: Yes, available now."
ecommerce,shipping_time,User: How long does delivery take? Agent: 3-5 days standard.
ecommerce,warranty_query,User: Is this laptop under warranty? Agent: One-year warranty included.
ecommerce,gift_wrapping,"User: Can I get gift wrap? Agent: Yes, Rs 49 per item."
ecommerce,invoice_request,User: Can I get an invoice? Agent: Find it in your account.
ecommerce,account_deletion,User: How can I delete my account? Agent: Request deletion in settings.
ecommerce,newsletter_opt_out,"User: Unsubscribe me from emails. Agent: Done, you're unsubscribed."
ecommerce,bulk_order_enquiry,User: Can I place a bulk order? Agent: Specify the quantity please.
ecommerce,feedback_submission,User: How can I give feedback? Agent: Submit it on the product page.
ecommerce,order_tracking,Where's my package right now?
ecommerce,order_tracking,Can you update me on my shipping status?
ecommerce,order_tracking,"I ordered last week, is it dispatched?"
ecommerce,order_tracking,Is my parcel out for delivery?
ecommerce,order_tracking,Has my order #78322 shipped?
ecommerce,order_tracking,Any ETA for my order?
ecommerce,order_tracking,What's the status of my online order?
ecommerce,order_tracking,Is my courier in transit?
ecommerce,order_tracking,Did my order arrive yet?
ecommerce,order_tracking,Will my order ship soon?
ecommerce,order_tracking,The system says 'Processing'—what does it mean?
ecommerce,order_tracking,Are there delivery delays?
ecommerce,order_tracking,"My items haven't reached, any info?"
ecommerce,order_tracking,Track the order for me please.
ecommerce,order_tracking,Let me know if shipment is out.
ecommerce,order_tracking,Where's my package located now?
ecommerce,order_tracking,Is there a tracking number for me?
ecommerce,order_tracking,Is the order with the courier?
ecommerce,order_tracking,"Estimated delivery date, please?"
ecommerce,order_tracking,"My order hasn't arrived, check status."
ecommerce,order_tracking,Will my parcel come today?
ecommerce,order_tracking,Please track order #45912.
ecommerce,order_tracking,Give me a delivery status update.
ecommerce,order_tracking,How do I track my purchase?
ecommerce,order_tracking,What’s the delivery time estimate?
ecommerce,order_tracking,How to get full tracking details?
ecommerce,order_tracking,Has my order been sent?
ecommerce,order_tracking,Can I follow my package’s progress?
ecommerce,order_tracking,Is my delivery arriving soon?
ecommerce,order_tracking,Tell me my parcel’s status.
banking,balance_check,"User: What is my account balance? Agent: Your balance is $1,204.50."
banking,card_block,User: My card was stolen. Agent: We've blocked your card.
banking,loan_query,User: How do I get a personal loan? Agent: Apply online and upload docs.
banking,transaction_history,User: My last five transactions please. Agent: Here they are.
banking,card_pin_generation,User: Generate a PIN for my card. Agent: Use mobile banking.
banking,fraud_report,User: Unauthorized transaction on my account. Agent: We'll investigate.
banking,credit_limit_increase,User: Increase my credit limit. Agent: Provide card details.
banking,branch_location,User: Where’s the closest branch? Agent: Which city are you in?
banking,activate_debit_card,User: How to activate my card? Agent: Use ATM or online banking.
banking,home_loan_inquiry,User: I want a home loan. Agent: Can you share property details?
banking,statement_request,User: Send me account statement. Agent: Emailed to you.
banking,cheque_book_request,User: Request cheque book. Agent: Apply online please.
banking,account_freeze,User: Freeze my account. Agent: Done.
banking,interest_rate_query,User: What’s the savings rate? Agent: 3.5% per annum.
banking,change_address,User: Update my address. Agent: Submit documents.
banking,ATM_issue,User: ATM swallowed my card. Agent: We'll issue a new one.
banking,overdraft_query,User: Can I get overdraft? Agent: Checking eligibility.
banking,debit_card_upgrade,User: Upgrade my debit card. Agent: Options Classic & Gold.
banking,closure_request,User: How to close my account? Agent: Start closure online.
banking,reward_points_query,User: Reward points on my card? Agent: You have 2500 points.
banking,balance_check,What’s my bank balance today?
banking,balance_check,Check my account funds.
banking,balance_check,Tell me my available balance.
banking,balance_check,How much money do I have left?
banking,balance_check,Update me on my current account balance.
banking,balance_check,Is there enough money in my bank?
banking,balance_check,Can you show me my savings total?
banking,balance_check,How much is there in my current account?
banking,balance_check,What's my balance in dollars?
banking,balance_check,Do I have sufficient funds?
banking,balance_check,Tell me my account amount right now.
banking,balance_check,I'd like to see my balance.
banking,balance_check,"Update on account funds, please."
banking,balance_check,How much remains in my savings?
banking,balance_check,Do I have any money in my account?
banking,balance_check,Is my account low on funds?
banking,balance_check,Show my latest balance.
banking,balance_check,Could you fetch my balance info?
banking,balance_check,How much is available for withdrawal?
banking,balance_check,Can you disclose my balance now?
banking,balance_check,Current account funds overview.
banking,balance_check,Do I need a top up?
banking,balance_check,Total amount in my account.
banking,balance_check,Present balance in my name.
banking,balance_check,Quick balance check.
banking,balance_check,Have I got enough for my payment?
banking,balance_check,Account funds check please.
banking,balance_check,Current total in my bank account.
banking,balance_check,Pull up my balance statement.
banking,balance_check,Look up my remaining balance.
healthcare,appointment_booking,User: Book an appointment for Monday. Agent: 10am slot is available.
healthcare,prescription_refill,User: Need to refill prescription. Agent: Confirm medicine and dosage.
healthcare,symptom_report,User: I have fever and headache. Agent: Any other symptoms?
healthcare,test_results,User: Are my test results ready? Agent: Doctor will discuss them.
healthcare,mental_health_support,User: I’m anxious. Agent: Our counselor can help.
healthcare,insurance_query,User: Is treatment covered by insurance? Agent: Checking your details.
healthcare,doctor_availability,User: Is Dr. Singh free? Agent: Friday and Saturday slots.
healthcare,therapy_schedule,User: Reschedule my therapy. Agent: Preferred date?
healthcare,medicine_info,User: Side effects for this drug? Agent: Some patients report nausea.
healthcare,diet_plan_request,User: Need a diet plan. Agent: Nutritionist can assist.
healthcare,vaccination_schedule,User: When is my next vaccine? Agent: Due next month.
healthcare,report_download,User: How to download reports? Agent: Use online portal.
healthcare,emergency_contact,User: Emergency contact number? Agent: 108 for ambulance.
healthcare,bill_payment_status,"User: Is my bill paid? Agent: Yes, on November 2."
healthcare,surgery_enquiry,User: Will I need surgery? Agent: Doctor will advise after evaluation.
healthcare,doctor_change,"User: Can I change my doctor? Agent: Yes, suggest preference."
healthcare,language_support,"User: Do you have Hindi-speaking doctors? Agent: Yes, we do."
healthcare,vent,User: I need to talk. Agent: I’m here to listen.
healthcare,gratitude,User: Thank you for helping. Agent: You’re welcome.
healthcare,journal_analysis,User: I tracked my mood. Agent: Want to review entries?
healthcare,appointment_booking,Can I get a slot with Dr. Rao next Monday?
healthcare,appointment_booking,I need a doctor’s appointment soon.
healthcare,appointment_booking,Book my visit for the coming week.
healthcare,appointment_booking,Are there any open slots this Thursday?
healthcare,appointment_booking,Schedule me for a medical checkup.
healthcare,appointment_booking,I want to see a physician on Friday.
healthcare,appointment_booking,I’d like an appointment for routine check.
healthcare,appointment_booking,Can I have an appointment at 11am?
healthcare,appointment_booking,Help me fix my cardiology appointment.
healthcare,appointment_booking,Reserve a peds visit for my child.
healthcare,appointment_booking,Is there a dentist available this weekend?
